rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
49,32490.925,Len Blavatnik,"music, chemicals",Diversified,United States,M,Blavatnik,32426.07977
1844,1814,Kanye West,"music, sneakers",Fashion & Retail,United States,M,West,1814
1771,1883.807,David Booth,mutual funds,Finance & Investments,United States,M,Booth,1883.807
1885,1763.883,James France,"Nascar, racing",Sports,United States,M,France,1763.88279
563,5359.43,Terrence Pegula,natural gas,Energy,United States,M,Pegula,5359.4297
2376,1299.576,Farris Wilks,natural gas,Energy,United States,M,Wilks,1299.600931
2556,1146.427,Dan Wilks,natural gas,Energy,United States,M,Wilks,1146.451874
616,4921.494,Min Kao & family,navigation equipment,Technology,United States,M,Kao,4921.49388
618,4910.525,Reed Hastings,Netflix,Media & Entertainment,United States,M,Hastings,4910.525372
860,3708.107,James Clark,"Netscape, investments",Technology,United States,M,Clark,3708.10679
426,6650.267,Jim Davis & family,New Balance,Manufacturing,United States,M,Davis,6650.267
407,6935.68,Robert Kraft,New England Patriots,Sports,United States,M,Kraft,6935.68
78,22704.934,Rupert Murdoch & family,"newspapers, TV network",Media & Entertainment,United States,M,Murdoch,22704.93357
25,49433.161,Phil Knight & family,Nike,Fashion & Retail,United States,M,Knight,49433.16066
2589,1123.319,Anne Gittinger,Nordstrom department stores,Fashion & Retail,United States,F,Gittinger,1123.31935
2623,1093.748,Bruce Nordstrom,Nordstrom department stores,Fashion & Retail,United States,M,Nordstrom,1093.74818
959,3431.035,Frank VanderSloot,"nutrition, wellness products",Fashion & Retail,United States,M,VanderSloot,3431.035
1621,2069.684,Jeffery Hildebrand,oil,Energy,United States,M,Hildebrand,2069.6835
1558,2169.203,W. Herbert Hunt,oil,Energy,United States,M,Hunt,2169.203
1585,2127.71,George Bishop,oil & gas,Energy,United States,M,Bishop,2127.71
223,10482.954,Harold Hamm & family,oil & gas,Energy,United States,M,Hamm,10482.9538
785,4035,Trevor Rees-Jones,oil & gas,Energy,United States,M,Rees-Jones,4035
518,5692.543,George Kaiser,"oil & gas, banking",Energy,United States,M,Kaiser,5692.542529
2254,1414.206,Timothy Headington,"oil & gas, investments",Energy,United States,M,Headington,1414.206
967,3400,Lynn Schusterman,"oil & gas, investments",Energy,United States,F,Schusterman,3400
1724,1955.178,Evgeny (Eugene) Shvidler,"oil & gas, investments",Energy,United States,M,Shvidler,1955.177674
1903,1748.95,Paul Foster,oil refining,Energy,United States,M,Foster,1748.95021
593,5075.462,Robert Bass,"oil, investments",Energy,United States,M,Bass,5075.462355
1150,2893.804,Sid Bass,"oil, investments",Energy,United States,M,Bass,2893.8041
1544,2190.527,Edward Bass,"oil, investments",Energy,United States,M,Bass,2190.527002
1764,1889.757,Lee Bass,"oil, investments",Energy,United States,M,Bass,1889.75663
1898,1750.441,William Koch,"oil, investments",Energy,United States,M,Koch,1750.441
1176,2847,John Catsimatidis,"oil, real estate",Energy,United States,M,Catsimatidis,2847
685,4540.56,Ray Lee Hunt,"oil, real estate",Energy,United States,M,Hunt,4540.56
912,3550.406,Jeff Green,online advertising ,Media & Entertainment,United States,M,Green,3550.406412
2607,1109.077,Arash Ferdowsi,online file storage,Technology,United States,M,Ferdowsi,1109.076611
1197,2800,David Baszucki,online games,Media & Entertainment,United States,M,Baszucki,2800
2028,1614.089,Mark Pincus,online games,Technology,United States,M,Pincus,1614.08874
895,3596.989,Barry Diller,online media,Media & Entertainment,United States,M,Diller,3596.98909
1803,1852.78,Todd Wagner,online media,Media & Entertainment,United States,M,Wagner,1852.78
706,4407.718,Mark Cuban,"online media, Dallas Mavericks",Media & Entertainment,United States,M,Cuban,4407.718
806,3930.167,Steve Conine,online retail,Technology,United States,M,Conine,3930.16713
470,6198.5,Michael Rubin,online retail,Fashion & Retail,United States,M,Rubin,6198.5
799,3945.444,Niraj Shah,online retail,Technology,United States,M,Shah,3945.44444
419,6773.856,Bom Kim,online retailing,Technology,United States,M,Kim,6773.8558
965,3410.88,Kenneth Tuchman,outsourcing,Service,United States,M,Tuchman,3410.87992
387,7144.647,Paul Xiaoming Lee & family,packaging,Manufacturing,United States,M,Lee,7144.646739
1853,1800,Yvon Chouinard,Patagonia,Fashion & Retail,United States,M,Chouinard,1800
1112,2965.381,Jared Isaacman,payment processing,Technology,United States,M,Isaacman,2965.381049
2495,1196.974,Ronald Clarke,payments technology,Technology,United States,M,Clarke,1196.97422
1260,2685.374,Chad Richison,payroll processing,Technology,United States,M,Richison,2685.3742
667,4634.51,Tom Golisano,payroll services,Service,United States,M,Golisano,4641.62269
1303,2597.95,Steven Sarowitz,payroll software,Technology,United States,M,Sarowitz,2597.94962
1987,1661.543,John Foley,Peloton,Technology,United States,M,Foley,1661.542725
591,5086.663,Gary Rollins,pest control,Service,United States,M,Rollins,5086.66285
1473,2300,Clayton Mathile,pet food,Food & Beverage,United States,M,Mathile,2300
172,12853.077,Li Ge,pharmaceutical ingredients,Healthcare,United States,M,Li,12853.07734
2037,1604.141,August Troendle,pharmaceutical services,Healthcare,United States,M,Troendle,1604.14079
1796,1865.976,Robert Duggan,pharmaceuticals,Healthcare,United States,M,Duggan,1865.975776
1424,2382.603,Phillip Frost,pharmaceuticals,Healthcare,United States,M,Frost,2382.63784
643,4777.056,Hao Hong,pharmaceuticals,Healthcare,United States,M,Hao,4777.056131
1590,2121.808,Randal J. Kirk,pharmaceuticals,Healthcare,United States,M,Kirk,2124.28628
1716,1972.717,Lou Boliang & family,pharmaceuticals,Healthcare,United States,M,Lou,1972.717492
1649,2037.694,Leonard Schleifer,pharmaceuticals,Healthcare,United States,M,Schleifer,2037.69371
406,6949.051,Patrick Soon-Shiong,pharmaceuticals,Healthcare,United States,M,Soon-Shiong,6949.051153
2479,1204.662,George Yancopoulos,pharmaceuticals,Healthcare,United States,M,Yancopoulos,1204.661595
2463,1218.655,Yu De-Chao,pharmaceuticals,Healthcare,United States,M,Yu,1218.655359
1077,3032,Jeffrey Lurie,Philadelphia Eagles,Sports,United States,M,Lurie,3032
1222,2749.308,Paul Sciarra,Pinterest,Technology,United States,M,Sciarra,2749.30768
813,3888.861,Ben Silbermann,Pinterest,Technology,United States,M,Silbermann,3888.861
452,6384.288,Dannine Avara,pipelines,Energy,United States,F,Avara,6384.288087
1451,2338.144,Ray Davis,pipelines,Energy,United States,M,Davis,2338.1435
452,6384.288,Scott Duncan,pipelines,Energy,United States,M,Duncan,6384.288087
452,6384.288,Milane Frantz,pipelines,Energy,United States,F,Frantz,6384.288087
358,7754.71,Richard Kinder,pipelines,Energy,United States,M,Kinder,7754.70958
728,4246.972,Kelcy Warren,pipelines,Energy,United States,M,Warren,4246.9719
451,6384.622,Randa Duncan Williams,pipelines,Energy,United States,F,Williams,6384.622114
1714,1973.35,William Young,plastics,Manufacturing,United States,M,Young,1973.35
249,9819.4,Herbert Kohler Jr & family,plumbing fixtures,Manufacturing,United States,M,Kohler,9819.4
1423,2382.913,Joseph Grendys,poultry processing,Food & Beverage,United States,M,Grendys,2382.913
1116,2963.375,Glen Taylor,printing,Service,United States,M,Taylor,2963.375
269,9294.275,Leon Black,private equity,Finance & Investments,United States,M,Black,9294.27518
775,4060,David Bonderman,private equity,Finance & Investments,United States,M,Bonderman,4060
710,4394.4,Orlando Bravo,private equity,Finance & Investments,United States,M,Bravo,4394.4
867,3698.21,William Conway Jr,private equity,Finance & Investments,United States,M,Conway,3698.21
1452,2337.5,Jim Coulter,private equity,Finance & Investments,United States,M,Coulter,2337.5
735,4210.577,Daniel D'Aniello,private equity,Finance & Investments,United States,M,D'Aniello,4210.57682
2332,1338,Egon Durban,private equity,Finance & Investments,United States,M,Durban,1338
1108,2975,Behdad Eghbali,private equity,Finance & Investments,United States,M,Eghbali,2975
1363,2498.723,Stephen Feinberg,private equity,Finance & Investments,United States,M,Feinberg,2498.723
1078,3030,Jose E. Feliciano,private equity,Finance & Investments,United States,M,Feliciano,3030
2485,1200,Lawrence Golub,private equity,Finance & Investments,United States,M,Golub,1200
2614,1100,David Golub,private equity,Finance & Investments,United States,M,Golub,1100
510,5752.117,Tom Gores,private equity,Finance & Investments,United States,M,Gores,5752.11667
1075,3036.292,Alec Gores,private equity,Finance & Investments,United States,M,Gores,2987.051911
558,5399.383,Joshua Harris,private equity,Finance & Investments,United States,M,Harris,5399.382698
922,3530.765,Justin Ishbia,private equity,Finance & Investments,United States,M,Ishbia,3530.765241
2259,1400,Scott Kapnick,private equity,Finance & Investments,United States,M,Kapnick,1400
1573,2144.09,Bruce Karsh,private equity,Finance & Investments,United States,M,Karsh,2144.09
341,7972.2,Henry Kravis,private equity,Finance & Investments,United States,M,Kravis,7972.2
1703,1980,Thomas Lee,private equity,Finance & Investments,United States,M,Lee,1980
1581,2134.933,Howard Marks,private equity,Finance & Investments,United States,M,Marks,2134.933319
693,4500,Sami Mnaymneh,private equity,Finance & Investments,United States,M,Mnaymneh,4500
1636,2051.36,Jonathan Nelson,private equity,Finance & Investments,United States,M,Nelson,2051.36
314,8378.255,George Roberts,private equity,Finance & Investments,United States,M,Roberts,8378.255
722,4300.557,Marc Rowan,private equity,Finance & Investments,United States,M,Rowan,4300.55728
768,4098.25,David Rubenstein,private equity,Finance & Investments,United States,M,Rubenstein,4098.25
492,5950,Robert F. Smith,private equity,Finance & Investments,United States,M,Smith,5950
850,3743.431,Barry Sternlicht,private equity,Finance & Investments,United States,M,Sternlicht,3743.431099
693,4500,Tony Tamer,private equity,Finance & Investments,United States,M,Tamer,4500
2332,1338,Kenneth Hao,private equity ,Finance & Investments,United States,M,Hao,1338
898,3587.65,Michael Kim,private equity ,Finance & Investments,United States,M,Kim,3587.65
2332,1338,Greg Mondre,private equity ,Finance & Investments,United States,M,Mondre,1338
971,3396,Gayle Benson,pro sports teams,Sports,United States,F,Benson,3396
1384,2451,Carol Jenkins Barnett,Publix supermarkets,Food & Beverage,United States,F,Barnett,2451
30,43184.179,Daniel Gilbert,Quicken Loans,Finance & Investments,United States,M,Gilbert,43184.17891
1351,2520.45,John Arrillaga,real estate,Real Estate,United States,M,Arrillaga,2520.45
1129,2940.447,Ben Ashkenazy,real estate,Real Estate,United States,M,Ashkenazy,2940.447
536,5570.386,Neil Bluhm,real estate,Real Estate,United States,M,Bluhm,5570.386014
135,15300,Donald Bren,real estate,Real Estate,United States,M,Bren,15300
736,4209.4,Rick Caruso,real estate,Real Estate,United States,M,Caruso,4209.4
923,3530.703,Charles Cohen,real estate,Real Estate,United States,M,Cohen,3530.703
2352,1318.117,John Goff,real estate,Real Estate,United States,M,Goff,1318.1167
1060,3071.84,Jane Goldman,real estate,Real Estate,United States,F,Goldman,3071.84
1111,2969.271,Allan Goldman,real estate,Real Estate,United States,M,Goldman,2969.27118
1100,2993.35,Amy Goldman Fowler,real estate,Real Estate,United States,F,Goldman Fowler,2993.35
1109,2972.3,Diane Kemper,real estate,Real Estate,United States,F,Kemper,2972.3
915,3545.313,Richard LeFrak & family,real estate,Real Estate,United States,M,LeFrak,3545.312686
621,4892.95,Ted Lerner & family,real estate,Real Estate,United States,M,Lerner,4892.95
1978,1672.605,David Lichtenstein,real estate,Real Estate,United States,M,Lichtenstein,1672.605
2021,1623.938,George Marcus,real estate,Real Estate,United States,M,Marcus,1623.93839
696,4484.858,Igor Olenicoff,real estate,Real Estate,United States,M,Olenicoff,4484.858
920,3534.529,Jay Paul,real estate,Real Estate,United States,M,Paul,3534.529
1224,2743.62,Richard Peery,real estate,Real Estate,United States,M,Peery,2743.62
1974,1673,Jorge Perez,real estate,Real Estate,United States,M,Perez,1673
1273,2663.48,H. Ross Perot Jr,real estate,Real Estate,United States,M,Perot,2663.48
528,5631.666,Edward Roski Jr,real estate,Real Estate,United States,M,Roski,5631.666
399,6998,Stephen Ross,real estate,Real Estate,United States,M,Ross,6998
2270,1390.01,Martin Selig,real estate,Real Estate,United States,M,Selig,1390.01
989,3328.772,Herb Simon,real estate,Real Estate,United States,M,Simon,3328.771884
477,6120.026,John A. Sobrato & family,real estate,Real Estate,United States,M,Sobrato,6120.026
1038,3134.4,Jerry Speyer,real estate,Real Estate,United States,M,Speyer,3134.4
2693,1032.4,Axel Stawski,real estate,Real Estate,United States,M,Stawski,1032.4
849,3750.07,Donald Sterling,real estate,Real Estate,United States,M,Sterling,3750.07
731,4223,Leonard Stern,real estate,Real Estate,United States,M,Stern,4223
301,8681.441,Sun Hongbin,real estate,Real Estate,United States,M,Sun,8681.44073
1160,2868.625,Jeff Sutton,real estate,Real Estate,United States,M,Sutton,2868.625
1437,2356,Donald Trump,real estate,Real Estate,United States,M,Trump,2356
1547,2186.33,David Walentas,real estate,Real Estate,United States,M,Walentas,2186.33
2643,1072.391,Penny Sanford,real estate brokerage,Real Estate,United States,F,Sanford,1072.391115
2170,1481.427,Glenn Sanford,real estate brokerage,Real Estate,United States,M,Sanford,1481.427445
1980,1672,Stephen Winn,real estate services,Real Estate,United States,M,Winn,1672
1596,2108.349,George Argyros & family,"real estate, investments",Real Estate,United States,M,Argyros,2108.5566
816,3863.44,Jeff Greene,"real estate, investments",Real Estate,United States,M,Greene,3863.44
1135,2920.621,Mortimer Zuckerman,"real estate, media",Real Estate,United States,M,Zuckerman,2920.62138
2081,1557.478,Billy Joe (Red) McCombs,"real estate, oil, cars, sports",Diversified,United States,M,McCombs,1557.478
856,3721.757,Ty Warner,"real estate, plush toys",Real Estate,United States,M,Warner,3721.75745
541,5533.966,Sam Zell,"real estate, private equity",Real Estate,United States,M,Zell,5533.989242
2563,1142.2,Paul Fireman,Reebok,Fashion & Retail,United States,M,Fireman,1142.2
1602,2100.108,Andrew & Peggy Cherng,restaurants,Food & Beverage,United States,,Cherng,2100.107617
360,7741.337,David Green & family,retail,Fashion & Retail,United States,M,Green,7741.337
2269,1390.1,Sidney Kimmel,retail,Fashion & Retail,United States,M,Kimmel,1390.1
2428,1253.601,Michael Krasny,retail,Technology,United States,M,Krasny,1253.601
851,3740.212,Wang Roger,retail,Fashion & Retail,United States,M,Wang,3740.212094
431,6596.3,Les Wexner & family,retail,Fashion & Retail,United States,M,Wexner,6596.30026
207,11296.741,Tom & Judy Love,retail & gas stations,Fashion & Retail,United States,,Love,11296.741
400,6995.11,Anthony Wood,Roku ,Technology,United States,M,Wood,6995.35654
333,8108.065,Diane Hendricks,roofing,Construction & Engineering,United States,F,Hendricks,8108.065
1925,1719.058,Christopher Goldsbury,salsa,Food & Beverage,United States,M,Goldsbury,1719.058
917,3541.6,Denise York & family,San Francisco 49ers,Sports,United States,F,York,3541.6
1937,1700,Jimmy John Liautaud,sandwich chain,Food & Beverage,United States,M,Liautaud,1700
204,11358.994,Charles Ergen,satellite TV,Media & Entertainment,United States,M,Ergen,11358.99367
1277,2645.492,Frank Laukien,scientific equipment ,Manufacturing,United States,M,Laukien,2645.49169
1772,1883.642,Edward Lampert,Sears,Finance & Investments,United States,M,Lampert,1883.64179
189,11829.321,Jay Chaudhry,security software,Technology,United States,M,Chaudhry,11829.32052
874,3684.874,George Kurtz,security software,Technology,United States,M,Kurtz,3684.874
415,6813.953,Tamara Gustavson,self storage,Service,United States,F,Gustavson,6813.95291
790,3999.148,B. Wayne Hughes,self storage,Service,United States,M,Hughes,3999.14823
2529,1176.288,Zhong Peifeng,semiconductor,Telecom,United States,M,Zhong,1176.287689
2443,1235.856,Weili Dai,semiconductors,Technology,United States,F,Dai,1235.856048
119,16680.504,Jensen Huang,semiconductors,Technology,United States,M,Huang,16680.5038
